Configuration,Episode,Mean Total Reward,Std Dev
Naive DQN (No Target Network),1206,49.0,8.0
Naive DQN (No Target Network),1207,59.0,19.0
Naive DQN (No Target Network),1208,71.5,44.5
Naive DQN (No Target Network),1209,38.0,5.0
Naive DQN (No Target Network),1210,84.5,14.5
Naive DQN (No Target Network),1211,45.5,14.5
Naive DQN (No Target Network),1212,42.5,6.5
Naive DQN (No Target Network),1213,52.0,17.0
Naive DQN (No Target Network),1214,41.5,1.5
Naive DQN (No Target Network),1215,60.5,8.5
Naive DQN (No Target Network),1216,67.5,34.5
Naive DQN (No Target Network),1217,60.5,37.5
Naive DQN (No Target Network),1218,70.0,37.0
Naive DQN (No Target Network),1219,53.0,26.0
Naive DQN (No Target Network),1220,24.0,12.0
Naive DQN (No Target Network),1221,22.0,8.0
Naive DQN (No Target Network),1222,21.0,6.0
Naive DQN (No Target Network),1223,24.5,6.5
Naive DQN (No Target Network),1224,18.0,5.0
Naive DQN (No Target Network),1225,43.5,27.5
Naive DQN (No Target Network),1226,78.0,51.0
Naive DQN (No Target Network),1227,85.5,68.5
Naive DQN (No Target Network),1228,41.0,24.0
Naive DQN (No Target Network),1229,51.0,32.0
Naive DQN (No Target Network),1230,28.5,7.5
Naive DQN (No Target Network),1231,31.0,5.0
Naive DQN (No Target Network),1232,97.5,17.5
Naive DQN (No Target Network),1233,68.0,28.0
Naive DQN (No Target Network),1234,82.5,21.5
Naive DQN (No Target Network),1235,93.5,24.5
Naive DQN (No Target Network),1236,90.0,64.0
Naive DQN (No Target Network),1237,37.0,5.0
Naive DQN (No Target Network),1238,115.5,83.5
Naive DQN (No Target Network),1239,46.0,11.0
Naive DQN (No Target Network),1240,69.0,42.0
Naive DQN (No Target Network),1241,35.0,17.0
Naive DQN (No Target Network),1242,54.5,38.5
Naive DQN (No Target Network),1243,31.5,15.5
Naive DQN (No Target Network),1244,109.5,90.5
Naive DQN (No Target Network),1245,21.0,3.0
Naive DQN (No Target Network),1246,29.0,5.0
Naive DQN (No Target Network),1247,20.0,0.0
Naive DQN (No Target Network),1248,17.0,3.0
Naive DQN (No Target Network),1249,32.0,3.0
Naive DQN (No Target Network),1250,21.0,6.0
Naive DQN (No Target Network),1251,20.0,4.0
Naive DQN (No Target Network),1252,28.5,9.5
Naive DQN (No Target Network),1253,33.5,0.5
Naive DQN (No Target Network),1254,70.0,13.0
Naive DQN (No Target Network),1255,57.0,39.0
Naive DQN (No Target Network),1256,82.0,34.0
Naive DQN (No Target Network),1257,88.0,40.0
Naive DQN (No Target Network),1258,47.5,0.5
Naive DQN (No Target Network),1259,30.0,10.0
Naive DQN (No Target Network),1260,34.0,5.0
Naive DQN (No Target Network),1261,93.0,42.0
Naive DQN (No Target Network),1262,83.5,30.5
Naive DQN (No Target Network),1263,89.5,32.5
Naive DQN (No Target Network),1264,107.5,44.5
Naive DQN (No Target Network),1265,111.0,53.0
Naive DQN (No Target Network),1266,56.0,21.0
Naive DQN (No Target Network),1267,75.5,32.5
Naive DQN (No Target Network),1268,51.0,15.0
Naive DQN (No Target Network),1269,85.5,30.5
Naive DQN (No Target Network),1270,76.0,40.0
Naive DQN (No Target Network),1271,74.5,48.5
Naive DQN (No Target Network),1272,89.0,61.0
Naive DQN (No Target Network),1273,27.0,2.0
Naive DQN (No Target Network),1274,26.5,8.5
Naive DQN (No Target Network),1275,57.0,41.0
Naive DQN (No Target Network),1276,76.5,55.5
Naive DQN (No Target Network),1277,29.0,13.0
Naive DQN (No Target Network),1278,33.0,12.0
Naive DQN (No Target Network),1279,82.0,63.0
Naive DQN (No Target Network),1280,87.0,66.0
Naive DQN (No Target Network),1281,76.0,52.0
Naive DQN (No Target Network),1282,27.0,4.0
Naive DQN (No Target Network),1283,23.5,5.5
Naive DQN (No Target Network),1284,31.5,1.5
Naive DQN (No Target Network),1285,33.5,3.5
Naive DQN (No Target Network),1286,44.0,17.0
Naive DQN (No Target Network),1287,71.0,23.0
Naive DQN (No Target Network),1288,97.0,35.0
Naive DQN (No Target Network),1289,97.0,52.0
Naive DQN (No Target Network),1290,101.5,15.5
Naive DQN (No Target Network),1291,133.5,22.5
Naive DQN (No Target Network),1292,29.5,12.5
Naive DQN (No Target Network),1293,35.0,14.0
Naive DQN (No Target Network),1294,71.0,58.0
Naive DQN (No Target Network),1295,30.5,8.5
Naive DQN (No Target Network),1296,78.5,59.5
Naive DQN (No Target Network),1297,35.5,9.5
Naive DQN (No Target Network),1298,43.0,14.0
Naive DQN (No Target Network),1299,80.0,36.0
Naive DQN (No Target Network),1300,64.5,37.5
Naive DQN (No Target Network),1301,99.0,41.0
Naive DQN (No Target Network),1302,79.0,42.0
Naive DQN (No Target Network),1303,69.0,41.0
Naive DQN (No Target Network),1304,180.5,19.5
Naive DQN (No Target Network),1305,113.5,86.5
Naive DQN (No Target Network),1306,46.5,25.5
Naive DQN (No Target Network),1307,81.5,33.5
Naive DQN (No Target Network),1308,68.5,48.5
Naive DQN (No Target Network),1309,36.5,13.5
Naive DQN (No Target Network),1310,16.0,4.0
Naive DQN (No Target Network),1311,21.0,4.0
Naive DQN (No Target Network),1312,28.5,0.5
Naive DQN (No Target Network),1313,26.0,3.0
Naive DQN (No Target Network),1314,71.5,46.5
Naive DQN (No Target Network),1315,103.5,72.5
Naive DQN (No Target Network),1316,142.5,16.5
Naive DQN (No Target Network),1317,152.0,15.0
Naive DQN (No Target Network),1318,63.5,48.5
Naive DQN (No Target Network),1319,140.5,31.5
Naive DQN (No Target Network),1320,80.5,49.5
Naive DQN (No Target Network),1321,67.5,45.5
Naive DQN (No Target Network),1322,22.5,4.5
Naive DQN (No Target Network),1323,90.0,61.0
Naive DQN (No Target Network),1324,83.0,60.0
Naive DQN (No Target Network),1325,42.0,9.0
Naive DQN (No Target Network),1326,71.0,42.0
Naive DQN (No Target Network),1327,83.5,45.5
Naive DQN (No Target Network),1328,88.5,17.5
Naive DQN (No Target Network),1329,137.0,24.0
Naive DQN (No Target Network),1330,30.5,6.5
Naive DQN (No Target Network),1331,53.0,11.0
Naive DQN (No Target Network),1332,70.0,46.0
Naive DQN (No Target Network),1333,70.5,52.5
Naive DQN (No Target Network),1334,32.5,6.5
Naive DQN (No Target Network),1335,74.0,51.0
Naive DQN (No Target Network),1336,126.0,59.0
Naive DQN (No Target Network),1337,138.0,9.0
Naive DQN (No Target Network),1338,132.5,51.5
Naive DQN (No Target Network),1339,26.5,0.5
Naive DQN (No Target Network),1340,75.5,40.5
Naive DQN (No Target Network),1341,68.5,38.5
Naive DQN (No Target Network),1342,108.5,14.5
Naive DQN (No Target Network),1343,127.5,4.5
Naive DQN (No Target Network),1344,47.5,7.5
Naive DQN (No Target Network),1345,82.0,34.0
Naive DQN (No Target Network),1346,124.0,19.0
Naive DQN (No Target Network),1347,89.5,61.5
Naive DQN (No Target Network),1348,67.5,44.5
Naive DQN (No Target Network),1349,129.0,17.0
Naive DQN (No Target Network),1350,49.0,14.0
Naive DQN (No Target Network),1351,80.0,28.0
Naive DQN (No Target Network),1352,157.0,4.0
Naive DQN (No Target Network),1353,80.5,48.5
Naive DQN (No Target Network),1354,100.0,11.0
Naive DQN (No Target Network),1355,88.0,41.0
Naive DQN (No Target Network),1356,60.5,7.5
Naive DQN (No Target Network),1357,103.5,91.5
Naive DQN (No Target Network),1358,125.0,40.0
Naive DQN (No Target Network),1359,120.5,4.5
Naive DQN (No Target Network),1360,93.5,41.5
Naive DQN (No Target Network),1361,186.0,14.0
Naive DQN (No Target Network),1362,94.0,57.0
Naive DQN (No Target Network),1363,86.5,65.5
Naive DQN (No Target Network),1364,68.5,49.5
Naive DQN (No Target Network),1365,42.0,29.0
Naive DQN (No Target Network),1366,68.0,57.0
Naive DQN (No Target Network),1367,53.5,38.5
Naive DQN (No Target Network),1368,32.5,14.5
Naive DQN (No Target Network),1369,33.5,10.5
Naive DQN (No Target Network),1370,33.5,3.5
Naive DQN (No Target Network),1371,75.0,50.0
Naive DQN (No Target Network),1372,26.0,5.0
Naive DQN (No Target Network),1373,21.5,3.5
Naive DQN (No Target Network),1374,68.0,30.0
Naive DQN (No Target Network),1375,66.0,41.0
Naive DQN (No Target Network),1376,127.0,16.0
Naive DQN (No Target Network),1377,136.5,7.5
Naive DQN (No Target Network),1378,154.5,7.5
Naive DQN (No Target Network),1379,109.5,75.5
Naive DQN (No Target Network),1380,132.5,2.5
Naive DQN (No Target Network),1381,170.5,8.5
Naive DQN (No Target Network),1382,78.5,50.5
Naive DQN (No Target Network),1383,71.0,43.0
Naive DQN (No Target Network),1384,114.5,14.5
Naive DQN (No Target Network),1385,107.5,42.5
Naive DQN (No Target Network),1386,83.5,8.5
Naive DQN (No Target Network),1387,52.0,16.0
Naive DQN (No Target Network),1388,127.5,12.5
Naive DQN (No Target Network),1389,70.5,32.5
Naive DQN (No Target Network),1390,48.5,4.5
Naive DQN (No Target Network),1391,84.0,55.0
Naive DQN (No Target Network),1392,98.0,67.0
Naive DQN (No Target Network),1393,68.5,37.5
Naive DQN (No Target Network),1394,168.5,31.5
Naive DQN (No Target Network),1395,130.0,20.0
Naive DQN (No Target Network),1396,68.0,46.0
Naive DQN (No Target Network),1397,151.0,49.0
Naive DQN (No Target Network),1398,37.5,13.5
Naive DQN (No Target Network),1399,94.0,41.0
Naive DQN (No Target Network),1400,67.0,5.0
Naive DQN (No Target Network),1401,170.0,30.0
Naive DQN (No Target Network),1402,78.5,51.5
Naive DQN (No Target Network),1403,119.5,80.5
Naive DQN (No Target Network),1404,37.5,0.5
Naive DQN (No Target Network),1405,168.0,32.0
Naive DQN (No Target Network),1406,173.5,14.5
Naive DQN (No Target Network),1407,174.0,26.0
Naive DQN (No Target Network),1408,49.5,22.5
Naive DQN (No Target Network),1409,108.0,92.0
Naive DQN (No Target Network),1410,73.5,49.5
Naive DQN (No Target Network),1411,86.0,63.0
Naive DQN (No Target Network),1412,33.0,9.0
Naive DQN (No Target Network),1413,45.5,14.5
Naive DQN (No Target Network),1414,69.5,48.5
Naive DQN (No Target Network),1415,80.5,54.5
Naive DQN (No Target Network),1416,66.5,35.5
Naive DQN (No Target Network),1417,102.0,0.0
Naive DQN (No Target Network),1418,92.0,11.0
Naive DQN (No Target Network),1419,68.5,39.5
Naive DQN (No Target Network),1420,112.5,87.5
Naive DQN (No Target Network),1421,151.0,49.0
Naive DQN (No Target Network),1422,130.0,9.0
Naive DQN (No Target Network),1423,73.5,56.5
Naive DQN (No Target Network),1424,69.0,56.0
Naive DQN (No Target Network),1425,62.0,49.0
Naive DQN (No Target Network),1426,72.5,59.5
Naive DQN (No Target Network),1427,92.0,81.0
Naive DQN (No Target Network),1428,69.5,60.5
Naive DQN (No Target Network),1429,78.5,65.5
Naive DQN (No Target Network),1430,28.5,15.5
Naive DQN (No Target Network),1431,57.0,43.0
Naive DQN (No Target Network),1432,25.5,12.5
Naive DQN (No Target Network),1433,61.5,44.5
Naive DQN (No Target Network),1434,62.0,48.0
Naive DQN (No Target Network),1435,68.5,52.5
Naive DQN (No Target Network),1436,81.5,61.5
Naive DQN (No Target Network),1437,72.5,49.5
Naive DQN (No Target Network),1438,74.5,57.5
Naive DQN (No Target Network),1439,75.0,53.0
Naive DQN (No Target Network),1440,44.0,26.0
Naive DQN (No Target Network),1441,55.5,22.5
Naive DQN (No Target Network),1442,121.0,79.0
Naive DQN (No Target Network),1443,112.5,10.5
Naive DQN (No Target Network),1444,113.0,1.0
Naive DQN (No Target Network),1445,83.5,40.5
Naive DQN (No Target Network),1446,130.5,17.5
Naive DQN (No Target Network),1447,136.0,64.0
Naive DQN (No Target Network),1448,147.0,50.0
Naive DQN (No Target Network),1449,127.5,2.5
Naive DQN (No Target Network),1450,90.0,15.0
Naive DQN (No Target Network),1451,70.5,39.5
Naive DQN (No Target Network),1452,114.5,13.5
Naive DQN (No Target Network),1453,119.0,11.0
Naive DQN (No Target Network),1454,151.0,49.0
Naive DQN (No Target Network),1455,85.5,28.5
Naive DQN (No Target Network),1456,157.0,43.0
Naive DQN (No Target Network),1457,60.5,33.5
Naive DQN (No Target Network),1458,62.5,42.5
Naive DQN (No Target Network),1459,66.5,27.5
Naive DQN (No Target Network),1460,100.0,18.0
Naive DQN (No Target Network),1461,95.5,24.5
Naive DQN (No Target Network),1462,145.0,39.0
Naive DQN (No Target Network),1463,60.5,16.5
Naive DQN (No Target Network),1464,63.5,10.5
Naive DQN (No Target Network),1465,93.5,14.5
Naive DQN (No Target Network),1466,93.5,62.5
Naive DQN (No Target Network),1467,94.5,5.5
Naive DQN (No Target Network),1468,144.5,42.5
Naive DQN (No Target Network),1469,131.0,48.0
Naive DQN (No Target Network),1470,114.5,24.5
Naive DQN (No Target Network),1471,68.5,9.5
Naive DQN (No Target Network),1472,43.5,16.5
Naive DQN (No Target Network),1473,93.0,14.0
Naive DQN (No Target Network),1474,100.5,36.5
Naive DQN (No Target Network),1475,124.5,27.5
Naive DQN (No Target Network),1476,113.5,23.5
Naive DQN (No Target Network),1477,126.5,9.5
Naive DQN (No Target Network),1478,69.0,36.0
Naive DQN (No Target Network),1479,43.0,14.0
Naive DQN (No Target Network),1480,57.5,40.5
Naive DQN (No Target Network),1481,100.5,1.5
Naive DQN (No Target Network),1482,123.0,25.0
Naive DQN (No Target Network),1483,138.5,27.5
Naive DQN (No Target Network),1484,92.5,12.5
Naive DQN (No Target Network),1485,86.0,13.0
Naive DQN (No Target Network),1486,90.5,4.5
Naive DQN (No Target Network),1487,135.5,31.5
Naive DQN (No Target Network),1488,139.0,37.0
Naive DQN (No Target Network),1489,150.0,50.0
Naive DQN (No Target Network),1490,122.5,77.5
Naive DQN (No Target Network),1491,140.0,43.0
Naive DQN (No Target Network),1492,60.5,37.5
Naive DQN (No Target Network),1493,93.0,12.0
Naive DQN (No Target Network),1494,112.5,27.5
Naive DQN (No Target Network),1495,157.0,24.0
Naive DQN (No Target Network),1496,118.0,53.0
Naive DQN (No Target Network),1497,111.5,88.5
Naive DQN (No Target Network),1498,101.5,82.5
Naive DQN (No Target Network),1499,109.5,90.5
Naive DQN (No Target Network),1500,89.5,72.5
Naive DQN (No Target Network),1501,97.0,78.0
Naive DQN (No Target Network),1502,112.5,87.5
Naive DQN (No Target Network),1503,101.5,78.5
Naive DQN (No Target Network),1504,106.5,93.5
Naive DQN (No Target Network),1505,96.0,82.0
Naive DQN (No Target Network),1506,154.5,45.5
Naive DQN (No Target Network),1507,187.0,13.0
Naive DQN (No Target Network),1508,184.5,1.5
Naive DQN (No Target Network),1509,107.0,69.0
Naive DQN (No Target Network),1510,153.0,19.0
Naive DQN (No Target Network),1511,78.0,52.0
Naive DQN (No Target Network),1512,20.5,0.5
Naive DQN (No Target Network),1513,104.0,88.0
Naive DQN (No Target Network),1514,29.0,9.0
Naive DQN (No Target Network),1515,99.0,85.0
Naive DQN (No Target Network),1516,108.5,91.5
Naive DQN (No Target Network),1517,78.0,65.0
Naive DQN (No Target Network),1518,108.5,91.5
Naive DQN (No Target Network),1519,96.5,79.5
Naive DQN (No Target Network),1520,21.0,5.0
Naive DQN (No Target Network),1521,64.5,52.5
Naive DQN (No Target Network),1522,69.0,55.0
Naive DQN (No Target Network),1523,106.5,93.5
Naive DQN (No Target Network),1524,78.0,63.0
Naive DQN (No Target Network),1525,79.5,66.5
Naive DQN (No Target Network),1526,107.0,93.0
Naive DQN (No Target Network),1527,91.5,73.5
Naive DQN (No Target Network),1528,107.5,92.5
Naive DQN (No Target Network),1529,79.5,62.5
Naive DQN (No Target Network),1530,149.5,50.5
Naive DQN (No Target Network),1531,154.5,13.5
Naive DQN (No Target Network),1532,181.5,16.5
Naive DQN (No Target Network),1533,151.0,39.0
Naive DQN (No Target Network),1534,99.0,19.0
Naive DQN (No Target Network),1535,79.5,46.5
Naive DQN (No Target Network),1536,104.0,83.0
Naive DQN (No Target Network),1537,68.0,54.0
Naive DQN (No Target Network),1538,90.5,76.5
Naive DQN (No Target Network),1539,93.5,80.5
Naive DQN (No Target Network),1540,105.0,84.0
Naive DQN (No Target Network),1541,97.0,84.0
Naive DQN (No Target Network),1542,105.0,95.0
Naive DQN (No Target Network),1543,97.5,88.5
Naive DQN (No Target Network),1544,36.0,23.0
Naive DQN (No Target Network),1545,51.0,40.0
Naive DQN (No Target Network),1546,106.0,94.0
Naive DQN (No Target Network),1547,80.5,67.5
Naive DQN (No Target Network),1548,75.5,59.5
Naive DQN (No Target Network),1549,16.0,6.0
Naive DQN (No Target Network),1550,20.0,4.0
Naive DQN (No Target Network),1551,23.5,12.5
Naive DQN (No Target Network),1552,84.0,69.0
Naive DQN (No Target Network),1553,104.0,93.0
Naive DQN (No Target Network),1554,106.0,94.0
Naive DQN (No Target Network),1555,104.5,95.5
Naive DQN (No Target Network),1556,100.0,89.0
Naive DQN (No Target Network),1557,100.0,85.0
Naive DQN (No Target Network),1558,108.0,92.0
Naive DQN (No Target Network),1559,105.5,94.5
Naive DQN (No Target Network),1560,104.5,91.5
Naive DQN (No Target Network),1561,96.0,80.0
Naive DQN (No Target Network),1562,106.5,93.5
Naive DQN (No Target Network),1563,108.5,91.5
Naive DQN (No Target Network),1564,25.5,6.5
Naive DQN (No Target Network),1565,73.0,51.0
Naive DQN (No Target Network),1566,110.0,90.0
Naive DQN (No Target Network),1567,112.0,88.0
Naive DQN (No Target Network),1568,117.0,83.0
Naive DQN (No Target Network),1569,198.5,1.5
Naive DQN (No Target Network),1570,187.5,12.5
Naive DQN (No Target Network),1571,161.0,39.0
Naive DQN (No Target Network),1572,110.0,90.0
Naive DQN (No Target Network),1573,35.0,14.0
Naive DQN (No Target Network),1574,45.0,21.0
Naive DQN (No Target Network),1575,112.5,86.5
Naive DQN (No Target Network),1576,21.0,5.0
Naive DQN (No Target Network),1577,63.0,48.0
Naive DQN (No Target Network),1578,18.0,8.0
Naive DQN (No Target Network),1579,24.5,14.5
Naive DQN (No Target Network),1580,16.5,0.5
Naive DQN (No Target Network),1581,18.5,7.5
Naive DQN (No Target Network),1582,20.0,4.0
Naive DQN (No Target Network),1583,16.0,4.0
Naive DQN (No Target Network),1584,14.5,1.5
Naive DQN (No Target Network),1585,15.0,1.0
Naive DQN (No Target Network),1586,17.0,3.0
Naive DQN (No Target Network),1587,18.0,3.0
Naive DQN (No Target Network),1588,76.5,61.5
Naive DQN (No Target Network),1589,78.0,58.0
Naive DQN (No Target Network),1590,89.0,68.0
Naive DQN (No Target Network),1591,111.5,88.5
Naive DQN (No Target Network),1592,90.5,75.5
Naive DQN (No Target Network),1593,78.5,59.5
Naive DQN (No Target Network),1594,80.0,61.0
Naive DQN (No Target Network),1595,122.0,20.0
Naive DQN (No Target Network),1596,77.5,53.5
Naive DQN (No Target Network),1597,31.0,5.0
Naive DQN (No Target Network),1598,75.0,46.0
Naive DQN (No Target Network),1599,75.0,53.0
Naive DQN (No Target Network),1600,120.0,19.0
Naive DQN (No Target Network),1601,136.5,27.5
Naive DQN (No Target Network),1602,64.0,51.0
Naive DQN (No Target Network),1603,106.5,0.5
Naive DQN (No Target Network),1604,126.5,1.5
Naive DQN (No Target Network),1605,126.5,0.5
Naive DQN (No Target Network),1606,149.0,3.0
Naive DQN (No Target Network),1607,124.5,6.5
Naive DQN (No Target Network),1608,133.5,21.5
Naive DQN (No Target Network),1609,131.5,14.5
Naive DQN (No Target Network),1610,67.5,35.5
Naive DQN (No Target Network),1611,126.0,15.0
Naive DQN (No Target Network),1612,132.0,21.0
Naive DQN (No Target Network),1613,142.0,27.0
Naive DQN (No Target Network),1614,155.0,30.0
Naive DQN (No Target Network),1615,137.5,24.5
Naive DQN (No Target Network),1616,144.5,27.5
Naive DQN (No Target Network),1617,92.5,73.5
Naive DQN (No Target Network),1618,123.5,16.5
Naive DQN (No Target Network),1619,63.5,16.5
Naive DQN (No Target Network),1620,113.5,6.5
Naive DQN (No Target Network),1621,138.0,25.0
Naive DQN (No Target Network),1622,148.5,17.5
Naive DQN (No Target Network),1623,145.5,21.5
Naive DQN (No Target Network),1624,161.0,26.0
Naive DQN (No Target Network),1625,157.0,11.0
Naive DQN (No Target Network),1626,153.5,26.5
Naive DQN (No Target Network),1627,139.0,26.0
Naive DQN (No Target Network),1628,153.5,2.5
Naive DQN (No Target Network),1629,131.0,9.0
Naive DQN (No Target Network),1630,111.5,33.5
Naive DQN (No Target Network),1631,140.5,1.5
Naive DQN (No Target Network),1632,133.0,5.0
Naive DQN (No Target Network),1633,134.0,4.0
Naive DQN (No Target Network),1634,137.5,16.5
Naive DQN (No Target Network),1635,148.5,12.5
Naive DQN (No Target Network),1636,132.0,5.0
Naive DQN (No Target Network),1637,137.5,7.5
Naive DQN (No Target Network),1638,121.0,1.0
Naive DQN (No Target Network),1639,149.5,24.5
Naive DQN (No Target Network),1640,128.5,14.5
Naive DQN (No Target Network),1641,68.5,53.5
Naive DQN (No Target Network),1642,74.0,50.0
Naive DQN (No Target Network),1643,93.0,70.0
Naive DQN (No Target Network),1644,85.5,62.5
Naive DQN (No Target Network),1645,125.0,21.0
Naive DQN (No Target Network),1646,148.5,3.5
Naive DQN (No Target Network),1647,157.0,16.0
Naive DQN (No Target Network),1648,161.0,27.0
Naive DQN (No Target Network),1649,153.0,23.0
Naive DQN (No Target Network),1650,152.0,12.0
Naive DQN (No Target Network),1651,136.0,27.0
Naive DQN (No Target Network),1652,147.5,26.5
Naive DQN (No Target Network),1653,133.0,18.0
Naive DQN (No Target Network),1654,130.5,39.5
Naive DQN (No Target Network),1655,134.0,29.0
Naive DQN (No Target Network),1656,132.0,20.0
Naive DQN (No Target Network),1657,133.5,22.5
Naive DQN (No Target Network),1658,143.5,32.5
Naive DQN (No Target Network),1659,138.5,33.5
Naive DQN (No Target Network),1660,116.5,15.5
Naive DQN (No Target Network),1661,124.0,25.0
Naive DQN (No Target Network),1662,139.5,22.5
Naive DQN (No Target Network),1663,139.5,14.5
Naive DQN (No Target Network),1664,139.5,6.5
Naive DQN (No Target Network),1665,146.0,20.0
Naive DQN (No Target Network),1666,143.0,20.0
Naive DQN (No Target Network),1667,146.5,16.5
Naive DQN (No Target Network),1668,142.0,28.0
Naive DQN (No Target Network),1669,122.0,13.0
Naive DQN (No Target Network),1670,154.5,25.5
Naive DQN (No Target Network),1671,137.5,28.5
Naive DQN (No Target Network),1672,65.0,38.0
Naive DQN (No Target Network),1673,152.5,33.5
Naive DQN (No Target Network),1674,161.5,38.5
Naive DQN (No Target Network),1675,149.5,50.5
Naive DQN (No Target Network),1676,159.0,41.0
Naive DQN (No Target Network),1677,73.5,56.5
Naive DQN (No Target Network),1678,73.0,48.0
Naive DQN (No Target Network),1679,73.5,51.5
Naive DQN (No Target Network),1680,159.5,40.5
Naive DQN (No Target Network),1681,163.0,37.0
Naive DQN (No Target Network),1682,161.5,38.5
Naive DQN (No Target Network),1683,160.0,40.0
Naive DQN (No Target Network),1684,158.0,42.0
Naive DQN (No Target Network),1685,162.0,38.0
Naive DQN (No Target Network),1686,160.5,39.5
Naive DQN (No Target Network),1687,155.0,45.0
Naive DQN (No Target Network),1688,155.5,44.5
Naive DQN (No Target Network),1689,141.5,26.5
Naive DQN (No Target Network),1690,146.5,33.5
Naive DQN (No Target Network),1691,163.5,36.5
Naive DQN (No Target Network),1692,154.0,46.0
Naive DQN (No Target Network),1693,160.5,39.5
Naive DQN (No Target Network),1694,109.5,90.5
Naive DQN (No Target Network),1695,107.0,87.0
Naive DQN (No Target Network),1696,109.5,90.5
Naive DQN (No Target Network),1697,99.5,81.5
Naive DQN (No Target Network),1698,112.0,88.0
Naive DQN (No Target Network),1699,148.0,31.0
Naive DQN (No Target Network),1700,182.0,18.0
Naive DQN (No Target Network),1701,183.0,9.0
Naive DQN (No Target Network),1702,181.0,16.0
Naive DQN (No Target Network),1703,191.0,8.0
Naive DQN (No Target Network),1704,199.5,0.5
Naive DQN (No Target Network),1705,184.0,7.0
Naive DQN (No Target Network),1706,173.0,11.0
Naive DQN (No Target Network),1707,162.5,12.5
Naive DQN (No Target Network),1708,179.0,21.0
Naive DQN (No Target Network),1709,155.0,28.0
Naive DQN (No Target Network),1710,178.0,22.0
Naive DQN (No Target Network),1711,173.0,8.0
Naive DQN (No Target Network),1712,168.0,29.0
Naive DQN (No Target Network),1713,160.0,12.0
Naive DQN (No Target Network),1714,150.0,15.0
Naive DQN (No Target Network),1715,156.0,7.0
Naive DQN (No Target Network),1716,135.0,8.0
Naive DQN (No Target Network),1717,81.0,66.0
Naive DQN (No Target Network),1718,129.0,15.0
Naive DQN (No Target Network),1719,164.0,10.0
Naive DQN (No Target Network),1720,176.0,24.0
Naive DQN (No Target Network),1721,176.5,23.5
Naive DQN (No Target Network),1722,160.0,29.0
Naive DQN (No Target Network),1723,163.5,36.5
Naive DQN (No Target Network),1724,166.0,30.0
Naive DQN (No Target Network),1725,153.0,3.0
Naive DQN (No Target Network),1726,164.0,30.0
Naive DQN (No Target Network),1727,161.0,17.0
Naive DQN (No Target Network),1728,155.0,29.0
Naive DQN (No Target Network),1729,158.5,29.5
Naive DQN (No Target Network),1730,156.5,27.5
Naive DQN (No Target Network),1731,164.5,31.5
Naive DQN (No Target Network),1732,166.0,34.0
Naive DQN (No Target Network),1733,161.5,27.5
Naive DQN (No Target Network),1734,108.0,82.0
Naive DQN (No Target Network),1735,147.5,27.5
Naive DQN (No Target Network),1736,171.5,28.5
Naive DQN (No Target Network),1737,172.5,23.5
Naive DQN (No Target Network),1738,159.5,26.5
Naive DQN (No Target Network),1739,166.0,34.0
Naive DQN (No Target Network),1740,174.0,26.0
Naive DQN (No Target Network),1741,171.0,29.0
Naive DQN (No Target Network),1742,173.0,27.0
Naive DQN (No Target Network),1743,171.5,28.5
Naive DQN (No Target Network),1744,170.0,30.0
Naive DQN (No Target Network),1745,172.5,27.5
Naive DQN (No Target Network),1746,172.5,27.5
Naive DQN (No Target Network),1747,174.0,26.0
Naive DQN (No Target Network),1748,173.5,26.5
Naive DQN (No Target Network),1749,170.5,29.5
Naive DQN (No Target Network),1750,179.0,21.0
Naive DQN (No Target Network),1751,177.0,23.0
Naive DQN (No Target Network),1752,166.0,11.0
Naive DQN (No Target Network),1753,183.5,16.5
Naive DQN (No Target Network),1754,89.5,77.5
Naive DQN (No Target Network),1755,81.0,69.0
Naive DQN (No Target Network),1756,85.0,75.0
Naive DQN (No Target Network),1757,82.0,72.0
Naive DQN (No Target Network),1758,86.0,75.0
Naive DQN (No Target Network),1759,82.0,71.0
Naive DQN (No Target Network),1760,78.0,67.0
Naive DQN (No Target Network),1761,80.5,70.5
Naive DQN (No Target Network),1762,81.5,68.5
Naive DQN (No Target Network),1763,83.5,72.5
Naive DQN (No Target Network),1764,86.5,74.5
Naive DQN (No Target Network),1765,106.5,93.5
Naive DQN (No Target Network),1766,105.5,94.5
Naive DQN (No Target Network),1767,105.5,94.5
Naive DQN (No Target Network),1768,107.0,93.0
Naive DQN (No Target Network),1769,105.0,95.0
Naive DQN (No Target Network),1770,105.0,95.0
Naive DQN (No Target Network),1771,105.5,94.5
Naive DQN (No Target Network),1772,105.0,95.0
Naive DQN (No Target Network),1773,105.5,94.5
Naive DQN (No Target Network),1774,109.0,91.0
Naive DQN (No Target Network),1775,110.0,90.0
Naive DQN (No Target Network),1776,184.5,15.5
Naive DQN (No Target Network),1777,155.0,45.0
Naive DQN (No Target Network),1778,133.5,66.5
Naive DQN (No Target Network),1779,105.5,94.5
Naive DQN (No Target Network),1780,45.0,11.0
Naive DQN (No Target Network),1781,31.0,22.0
Naive DQN (No Target Network),1782,11.5,0.5
Naive DQN (No Target Network),1783,10.5,1.5
Naive DQN (No Target Network),1784,11.5,0.5
Naive DQN (No Target Network),1785,9.0,0.0
Naive DQN (No Target Network),1786,11.0,0.0
Naive DQN (No Target Network),1787,10.0,1.0
