Network Size,Total Steps,Average Reward
Large (128-128-128-3),1815,13.0
Large (128-128-128-3),1858,43.0
Large (128-128-128-3),1876,18.0
Large (128-128-128-3),1894,18.0
Large (128-128-128-3),1916,22.0
Large (128-128-128-3),1933,17.0
Large (128-128-128-3),1959,26.0
Large (128-128-128-3),1995,36.0
Large (128-128-128-3),2010,15.0
Large (128-128-128-3),2026,16.0
Large (128-128-128-3),2042,16.0
Large (128-128-128-3),2097,55.0
Large (128-128-128-3),2109,12.0
Large (128-128-128-3),2122,13.0
Large (128-128-128-3),2133,11.0
Large (128-128-128-3),2144,11.0
Large (128-128-128-3),2159,15.0
Large (128-128-128-3),2183,24.0
Large (128-128-128-3),2206,23.0
Large (128-128-128-3),2252,46.0
Large (128-128-128-3),2276,24.0
Large (128-128-128-3),2296,20.0
Large (128-128-128-3),2324,28.0
Large (128-128-128-3),2335,11.0
Large (128-128-128-3),2360,25.0
Large (128-128-128-3),2387,27.0
Large (128-128-128-3),2414,27.0
Large (128-128-128-3),2423,9.0
Large (128-128-128-3),2438,15.0
Large (128-128-128-3),2486,48.0
Large (128-128-128-3),2512,26.0
Large (128-128-128-3),2530,18.0
Large (128-128-128-3),2555,25.0
Large (128-128-128-3),2591,36.0
Large (128-128-128-3),2650,59.0
Large (128-128-128-3),2661,11.0
Large (128-128-128-3),2683,22.0
Large (128-128-128-3),2700,17.0
Large (128-128-128-3),2749,49.0
Large (128-128-128-3),2771,22.0
Large (128-128-128-3),2786,15.0
Large (128-128-128-3),2799,13.0
Large (128-128-128-3),2825,26.0
Large (128-128-128-3),2843,18.0
Large (128-128-128-3),2879,36.0
Large (128-128-128-3),2972,93.0
Large (128-128-128-3),2995,23.0
Large (128-128-128-3),3007,12.0
Large (128-128-128-3),3020,13.0
Large (128-128-128-3),3046,26.0
Large (128-128-128-3),3055,9.0
Large (128-128-128-3),3079,24.0
Large (128-128-128-3),3097,18.0
Large (128-128-128-3),3111,14.0
Large (128-128-128-3),3173,62.0
Large (128-128-128-3),3215,42.0
Large (128-128-128-3),3249,34.0
Large (128-128-128-3),3312,63.0
Large (128-128-128-3),3349,37.0
Large (128-128-128-3),3366,17.0
Large (128-128-128-3),3403,37.0
Large (128-128-128-3),3453,50.0
Large (128-128-128-3),3465,12.0
Large (128-128-128-3),3480,15.0
Large (128-128-128-3),3499,19.0
Large (128-128-128-3),3514,15.0
Large (128-128-128-3),3527,13.0
Large (128-128-128-3),3543,16.0
Large (128-128-128-3),3577,34.0
Large (128-128-128-3),3604,27.0
Large (128-128-128-3),3623,19.0
Large (128-128-128-3),3683,60.0
Large (128-128-128-3),3693,10.0
Large (128-128-128-3),3753,60.0
Large (128-128-128-3),3771,18.0
Large (128-128-128-3),3784,13.0
Large (128-128-128-3),3822,38.0
Large (128-128-128-3),3846,24.0
Large (128-128-128-3),3873,27.0
Large (128-128-128-3),3894,21.0
Large (128-128-128-3),3931,37.0
Large (128-128-128-3),3961,30.0
Large (128-128-128-3),4010,49.0
Large (128-128-128-3),4034,24.0
Large (128-128-128-3),4057,23.0
Large (128-128-128-3),4094,37.0
Large (128-128-128-3),4113,19.0
Large (128-128-128-3),4156,43.0
Large (128-128-128-3),4193,37.0
Large (128-128-128-3),4211,18.0
Large (128-128-128-3),4241,30.0
Large (128-128-128-3),4259,18.0
Large (128-128-128-3),4269,10.0
Large (128-128-128-3),4280,11.0
Large (128-128-128-3),4313,33.0
Large (128-128-128-3),4324,11.0
Large (128-128-128-3),4387,63.0
Large (128-128-128-3),4435,48.0
Large (128-128-128-3),4451,16.0
Large (128-128-128-3),4467,16.0
Large (128-128-128-3),4494,27.0
Large (128-128-128-3),4548,54.0
Large (128-128-128-3),4562,14.0
Large (128-128-128-3),4599,37.0
Large (128-128-128-3),4624,25.0
Large (128-128-128-3),4648,24.0
Large (128-128-128-3),4726,78.0
Large (128-128-128-3),4783,57.0
Large (128-128-128-3),4828,45.0
Large (128-128-128-3),4847,19.0
Large (128-128-128-3),4864,17.0
Large (128-128-128-3),4879,15.0
Large (128-128-128-3),4897,18.0
Large (128-128-128-3),4914,17.0
Large (128-128-128-3),4960,46.0
Large (128-128-128-3),4978,18.0
Large (128-128-128-3),4995,17.0
Large (128-128-128-3),5036,41.0
Large (128-128-128-3),5053,17.0
Large (128-128-128-3),5149,96.0
Large (128-128-128-3),5174,25.0
Large (128-128-128-3),5213,39.0
Large (128-128-128-3),5237,24.0
Large (128-128-128-3),5253,16.0
Large (128-128-128-3),5285,32.0
Large (128-128-128-3),5333,48.0
Large (128-128-128-3),5361,28.0
Large (128-128-128-3),5378,17.0
Large (128-128-128-3),5407,29.0
Large (128-128-128-3),5432,25.0
Large (128-128-128-3),5456,24.0
Large (128-128-128-3),5474,18.0
Large (128-128-128-3),5582,108.0
Large (128-128-128-3),5652,70.0
Large (128-128-128-3),5737,85.0
Large (128-128-128-3),5788,51.0
Large (128-128-128-3),5811,23.0
Large (128-128-128-3),5826,15.0
Large (128-128-128-3),5842,16.0
Large (128-128-128-3),5871,29.0
Large (128-128-128-3),5894,23.0
Large (128-128-128-3),5909,15.0
Large (128-128-128-3),5981,72.0
Large (128-128-128-3),5990,9.0
Large (128-128-128-3),6040,50.0
Large (128-128-128-3),6063,23.0
Large (128-128-128-3),6079,16.0
Large (128-128-128-3),6101,22.0
Large (128-128-128-3),6200,99.0
Large (128-128-128-3),6248,48.0
Large (128-128-128-3),6292,44.0
Large (128-128-128-3),6317,25.0
Large (128-128-128-3),6392,75.0
Large (128-128-128-3),6413,21.0
Large (128-128-128-3),6504,91.0
Large (128-128-128-3),6546,42.0
Large (128-128-128-3),6584,38.0
Large (128-128-128-3),6619,35.0
Large (128-128-128-3),6653,34.0
Large (128-128-128-3),6674,21.0
Large (128-128-128-3),6706,32.0
Large (128-128-128-3),6719,13.0
Large (128-128-128-3),6756,37.0
Large (128-128-128-3),6790,34.0
Large (128-128-128-3),6818,28.0
Large (128-128-128-3),6848,30.0
Large (128-128-128-3),6869,21.0
Large (128-128-128-3),6933,64.0
Large (128-128-128-3),6966,33.0
Large (128-128-128-3),6997,31.0
Large (128-128-128-3),7104,107.0
Large (128-128-128-3),7128,24.0
Large (128-128-128-3),7145,17.0
Large (128-128-128-3),7222,77.0
Large (128-128-128-3),7252,30.0
Large (128-128-128-3),7265,13.0
Large (128-128-128-3),7278,13.0
Large (128-128-128-3),7322,44.0
Large (128-128-128-3),7335,13.0
Large (128-128-128-3),7376,41.0
Large (128-128-128-3),7405,29.0
Large (128-128-128-3),7417,12.0
Large (128-128-128-3),7451,34.0
Large (128-128-128-3),7485,34.0
Large (128-128-128-3),7502,17.0
Large (128-128-128-3),7529,27.0
Large (128-128-128-3),7549,20.0
Large (128-128-128-3),7607,58.0
Large (128-128-128-3),7628,21.0
Large (128-128-128-3),7669,41.0
Large (128-128-128-3),7723,54.0
Large (128-128-128-3),7751,28.0
Large (128-128-128-3),7780,29.0
Large (128-128-128-3),7839,59.0
Large (128-128-128-3),7903,64.0
Large (128-128-128-3),7920,17.0
Large (128-128-128-3),7971,51.0
Large (128-128-128-3),7988,17.0
Large (128-128-128-3),8010,22.0
Large (128-128-128-3),8058,48.0
Large (128-128-128-3),8117,59.0
Large (128-128-128-3),8141,24.0
Large (128-128-128-3),8160,19.0
Large (128-128-128-3),8212,52.0
Large (128-128-128-3),8241,29.0
Large (128-128-128-3),8257,16.0
Large (128-128-128-3),8268,11.0
Large (128-128-128-3),8284,16.0
Large (128-128-128-3),8308,24.0
Large (128-128-128-3),8325,17.0
Large (128-128-128-3),8340,15.0
Large (128-128-128-3),8360,20.0
Large (128-128-128-3),8387,27.0
Large (128-128-128-3),8430,43.0
Large (128-128-128-3),8560,130.0
Large (128-128-128-3),8578,18.0
Large (128-128-128-3),8622,44.0
Large (128-128-128-3),8634,12.0
Large (128-128-128-3),8662,28.0
Large (128-128-128-3),8684,22.0
Large (128-128-128-3),8706,22.0
Large (128-128-128-3),8737,31.0
Large (128-128-128-3),8753,16.0
Large (128-128-128-3),8778,25.0
Large (128-128-128-3),8793,15.0
Large (128-128-128-3),8809,16.0
Large (128-128-128-3),8861,52.0
Large (128-128-128-3),8905,44.0
Large (128-128-128-3),8961,56.0
Large (128-128-128-3),8974,13.0
Large (128-128-128-3),8987,13.0
Large (128-128-128-3),9132,145.0
Large (128-128-128-3),9172,40.0
Large (128-128-128-3),9252,80.0
Large (128-128-128-3),9266,14.0
Large (128-128-128-3),9302,36.0
Large (128-128-128-3),9347,45.0
Large (128-128-128-3),9379,32.0
Large (128-128-128-3),9390,11.0
Large (128-128-128-3),9500,110.0
Large (128-128-128-3),9535,35.0
Large (128-128-128-3),9585,50.0
Large (128-128-128-3),9602,17.0
Large (128-128-128-3),9621,19.0
Large (128-128-128-3),9687,66.0
Large (128-128-128-3),9721,34.0
Large (128-128-128-3),9801,80.0
Large (128-128-128-3),9825,24.0
Large (128-128-128-3),9850,25.0
Large (128-128-128-3),9861,11.0
Large (128-128-128-3),9874,13.0
Large (128-128-128-3),9887,13.0
Large (128-128-128-3),9903,16.0
Large (128-128-128-3),9948,45.0
Large (128-128-128-3),9998,50.0
Large (128-128-128-3),10106,108.0
Large (128-128-128-3),10121,15.0
Large (128-128-128-3),10144,23.0
Large (128-128-128-3),10233,89.0
Large (128-128-128-3),10291,58.0
Large (128-128-128-3),10318,27.0
Large (128-128-128-3),10334,16.0
Large (128-128-128-3),10367,33.0
Large (128-128-128-3),10404,37.0
Large (128-128-128-3),10444,40.0
Large (128-128-128-3),10497,53.0
Large (128-128-128-3),10541,44.0
Large (128-128-128-3),10604,63.0
Large (128-128-128-3),10620,16.0
Large (128-128-128-3),10809,189.0
Large (128-128-128-3),10855,46.0
Large (128-128-128-3),10875,20.0
Large (128-128-128-3),10968,93.0
Large (128-128-128-3),10993,25.0
Large (128-128-128-3),11009,16.0
Large (128-128-128-3),11061,52.0
Large (128-128-128-3),11120,59.0
Large (128-128-128-3),11140,20.0
Large (128-128-128-3),11156,16.0
Large (128-128-128-3),11230,74.0
Large (128-128-128-3),11245,15.0
Large (128-128-128-3),11283,38.0
Large (128-128-128-3),11305,22.0
Large (128-128-128-3),11338,33.0
Large (128-128-128-3),11362,24.0
Large (128-128-128-3),11461,99.0
Large (128-128-128-3),11480,19.0
Large (128-128-128-3),11520,40.0
Large (128-128-128-3),11643,123.0
Large (128-128-128-3),11722,79.0
Large (128-128-128-3),11744,22.0
Large (128-128-128-3),11776,32.0
Large (128-128-128-3),11824,48.0
Large (128-128-128-3),11884,60.0
Large (128-128-128-3),11947,63.0
Large (128-128-128-3),12066,119.0
Large (128-128-128-3),12092,26.0
Large (128-128-128-3),12111,19.0
Large (128-128-128-3),12158,47.0
Large (128-128-128-3),12205,47.0
Large (128-128-128-3),12268,63.0
Large (128-128-128-3),12319,51.0
Large (128-128-128-3),12451,132.0
Large (128-128-128-3),12535,84.0
Large (128-128-128-3),12545,10.0
Large (128-128-128-3),12575,30.0
Large (128-128-128-3),12666,91.0
Large (128-128-128-3),12711,45.0
Large (128-128-128-3),12721,10.0
Large (128-128-128-3),12751,30.0
Large (128-128-128-3),12836,85.0
Large (128-128-128-3),12850,14.0
Large (128-128-128-3),12909,59.0
Large (128-128-128-3),12942,33.0
Large (128-128-128-3),12967,25.0
Large (128-128-128-3),13036,69.0
Large (128-128-128-3),13168,132.0
Large (128-128-128-3),13188,20.0
Large (128-128-128-3),13218,30.0
Large (128-128-128-3),13303,85.0
Large (128-128-128-3),13398,95.0
Large (128-128-128-3),13499,101.0
Large (128-128-128-3),13551,52.0
Large (128-128-128-3),13581,30.0
Large (128-128-128-3),13663,82.0
Large (128-128-128-3),13684,21.0
Large (128-128-128-3),13791,107.0
Large (128-128-128-3),13837,46.0
Large (128-128-128-3),13881,44.0
Large (128-128-128-3),13918,37.0
Large (128-128-128-3),13965,47.0
Large (128-128-128-3),13982,17.0
Large (128-128-128-3),14019,37.0
Large (128-128-128-3),14131,112.0
Large (128-128-128-3),14227,96.0
Large (128-128-128-3),14238,11.0
Large (128-128-128-3),14277,39.0
Large (128-128-128-3),14360,83.0
Large (128-128-128-3),14384,24.0
Large (128-128-128-3),14416,32.0
Large (128-128-128-3),14454,38.0
Large (128-128-128-3),14507,53.0
Large (128-128-128-3),14556,49.0
Large (128-128-128-3),14740,184.0
Large (128-128-128-3),14764,24.0
Large (128-128-128-3),14909,145.0
Large (128-128-128-3),15006,97.0
Large (128-128-128-3),15029,23.0
Large (128-128-128-3),15161,132.0
Large (128-128-128-3),15335,174.0
Large (128-128-128-3),15443,108.0
Large (128-128-128-3),15489,46.0
Large (128-128-128-3),15589,100.0
Large (128-128-128-3),15606,17.0
Large (128-128-128-3),15756,150.0
Large (128-128-128-3),15943,187.0
Large (128-128-128-3),15976,33.0
Large (128-128-128-3),16022,46.0
Large (128-128-128-3),16068,46.0
Large (128-128-128-3),16223,155.0
Large (128-128-128-3),16317,94.0
Large (128-128-128-3),16327,10.0
Large (128-128-128-3),16381,54.0
Large (128-128-128-3),16484,103.0
Large (128-128-128-3),16507,23.0
Large (128-128-128-3),16670,163.0
Large (128-128-128-3),16683,13.0
Large (128-128-128-3),16704,21.0
Large (128-128-128-3),16804,100.0
Large (128-128-128-3),16915,111.0
Large (128-128-128-3),16947,32.0
Large (128-128-128-3),17041,94.0
Large (128-128-128-3),17074,33.0
Large (128-128-128-3),17148,74.0
Large (128-128-128-3),17214,66.0
Large (128-128-128-3),17277,63.0
Large (128-128-128-3),17389,112.0
Large (128-128-128-3),17406,17.0
Large (128-128-128-3),17424,18.0
Large (128-128-128-3),17434,10.0
Large (128-128-128-3),17488,54.0
Large (128-128-128-3),17602,114.0
Large (128-128-128-3),17768,166.0
Large (128-128-128-3),17863,95.0
Large (128-128-128-3),17888,25.0
Large (128-128-128-3),18019,131.0
Large (128-128-128-3),18041,22.0
Large (128-128-128-3),18122,81.0
Large (128-128-128-3),18238,116.0
Large (128-128-128-3),18296,58.0
Large (128-128-128-3),18331,35.0
Large (128-128-128-3),18343,12.0
Large (128-128-128-3),18543,200.0
Large (128-128-128-3),18576,33.0
Large (128-128-128-3),18600,24.0
Large (128-128-128-3),18690,90.0
Large (128-128-128-3),18746,56.0
Large (128-128-128-3),18843,97.0
Large (128-128-128-3),18856,13.0
Large (128-128-128-3),18915,59.0
Large (128-128-128-3),19061,146.0
Large (128-128-128-3),19086,25.0
Large (128-128-128-3),19261,175.0
Large (128-128-128-3),19304,43.0
Large (128-128-128-3),19438,134.0
Large (128-128-128-3),19593,155.0
Large (128-128-128-3),19683,90.0
Large (128-128-128-3),19745,62.0
Large (128-128-128-3),19849,104.0
Large (128-128-128-3),19908,59.0
Large (128-128-128-3),19946,38.0
Large (128-128-128-3),19970,24.0
Large (128-128-128-3),20135,165.0
Large (128-128-128-3),20290,155.0
Large (128-128-128-3),20485,195.0
Large (128-128-128-3),20580,95.0
Large (128-128-128-3),20617,37.0
Large (128-128-128-3),20681,64.0
Large (128-128-128-3),20823,142.0
Large (128-128-128-3),21001,178.0
Large (128-128-128-3),21183,182.0
Large (128-128-128-3),21198,15.0
Large (128-128-128-3),21242,44.0
Large (128-128-128-3),21302,60.0
Large (128-128-128-3),21450,148.0
Large (128-128-128-3),21475,25.0
Large (128-128-128-3),21605,130.0
Large (128-128-128-3),21786,181.0
Large (128-128-128-3),21808,22.0
Large (128-128-128-3),21882,74.0
Large (128-128-128-3),21954,72.0
Large (128-128-128-3),22028,74.0
Large (128-128-128-3),22228,200.0
Large (128-128-128-3),22244,16.0
Large (128-128-128-3),22315,71.0
Large (128-128-128-3),22334,19.0
Large (128-128-128-3),22402,68.0
Large (128-128-128-3),22418,16.0
Large (128-128-128-3),22514,96.0
Large (128-128-128-3),22542,28.0
Large (128-128-128-3),22584,42.0
Large (128-128-128-3),22621,37.0
Large (128-128-128-3),22796,175.0
Large (128-128-128-3),22909,113.0
Large (128-128-128-3),23045,136.0
Large (128-128-128-3),23089,44.0
Large (128-128-128-3),23110,21.0
Large (128-128-128-3),23131,21.0
Large (128-128-128-3),23303,172.0
Large (128-128-128-3),23394,91.0
Large (128-128-128-3),23429,35.0
Large (128-128-128-3),23562,133.0
Large (128-128-128-3),23667,105.0
Large (128-128-128-3),23758,91.0
Large (128-128-128-3),23883,125.0
Large (128-128-128-3),23933,50.0
Large (128-128-128-3),23965,32.0
Large (128-128-128-3),24165,200.0
Large (128-128-128-3),24181,16.0
Large (128-128-128-3),24256,75.0
Large (128-128-128-3),24388,132.0
Large (128-128-128-3),24537,149.0
Large (128-128-128-3),24642,105.0
Large (128-128-128-3),24737,95.0
Large (128-128-128-3),24828,91.0
Large (128-128-128-3),24877,49.0
Large (128-128-128-3),24896,19.0
Large (128-128-128-3),24994,98.0
Large (128-128-128-3),25164,170.0
Large (128-128-128-3),25317,153.0
Large (128-128-128-3),25416,99.0
Large (128-128-128-3),25538,122.0
Large (128-128-128-3),25594,56.0
Large (128-128-128-3),25788,194.0
Large (128-128-128-3),25820,32.0
Large (128-128-128-3),26010,190.0
Large (128-128-128-3),26182,172.0
Large (128-128-128-3),26225,43.0
Large (128-128-128-3),26247,22.0
Large (128-128-128-3),26303,56.0
Large (128-128-128-3),26402,99.0
Large (128-128-128-3),26423,21.0
Large (128-128-128-3),26530,107.0
Large (128-128-128-3),26697,167.0
Large (128-128-128-3),26878,181.0
Large (128-128-128-3),26910,32.0
Large (128-128-128-3),26974,64.0
Large (128-128-128-3),27005,31.0
Large (128-128-128-3),27126,121.0
Large (128-128-128-3),27326,200.0
Large (128-128-128-3),27421,95.0
Large (128-128-128-3),27519,98.0
Large (128-128-128-3),27671,152.0
Large (128-128-128-3),27687,16.0
Large (128-128-128-3),27739,52.0
Large (128-128-128-3),27791,52.0
Large (128-128-128-3),27859,68.0
Large (128-128-128-3),27993,134.0
Large (128-128-128-3),28026,33.0
Large (128-128-128-3),28181,155.0
Large (128-128-128-3),28264,83.0
Large (128-128-128-3),28280,16.0
Large (128-128-128-3),28343,63.0
Large (128-128-128-3),28543,200.0
Large (128-128-128-3),28653,110.0
Large (128-128-128-3),28695,42.0
Large (128-128-128-3),28838,143.0
Large (128-128-128-3),28899,61.0
Large (128-128-128-3),28985,86.0
Large (128-128-128-3),29137,152.0
Large (128-128-128-3),29194,57.0
Large (128-128-128-3),29283,89.0
Large (128-128-128-3),29434,151.0
Large (128-128-128-3),29492,58.0
Large (128-128-128-3),29513,21.0
Large (128-128-128-3),29616,103.0
Large (128-128-128-3),29672,56.0
Large (128-128-128-3),29872,200.0
Large (128-128-128-3),29894,22.0
Large (128-128-128-3),30060,166.0
Large (128-128-128-3),30135,75.0
Large (128-128-128-3),30203,68.0
Large (128-128-128-3),30364,161.0
Large (128-128-128-3),30516,152.0
Large (128-128-128-3),30531,15.0
Large (128-128-128-3),30597,66.0
Large (128-128-128-3),30612,15.0
Large (128-128-128-3),30777,165.0
Large (128-128-128-3),30918,141.0
Large (128-128-128-3),30984,66.0
Large (128-128-128-3),31057,73.0
Large (128-128-128-3),31152,95.0
Large (128-128-128-3),31165,13.0
Large (128-128-128-3),31190,25.0
Large (128-128-128-3),31272,82.0
Large (128-128-128-3),31304,32.0
Large (128-128-128-3),31461,157.0
Large (128-128-128-3),31496,35.0
Large (128-128-128-3),31510,14.0
Large (128-128-128-3),31689,179.0
Large (128-128-128-3),31763,74.0
Large (128-128-128-3),31830,67.0
Large (128-128-128-3),31850,20.0
Large (128-128-128-3),31925,75.0
Large (128-128-128-3),31943,18.0
Large (128-128-128-3),32132,189.0
Large (128-128-128-3),32180,48.0
Large (128-128-128-3),32270,90.0
Large (128-128-128-3),32295,25.0
Large (128-128-128-3),32410,115.0
Large (128-128-128-3),32505,95.0
Large (128-128-128-3),32589,84.0
Large (128-128-128-3),32710,121.0
Large (128-128-128-3),32910,200.0
Large (128-128-128-3),33110,200.0
Large (128-128-128-3),33191,81.0
Large (128-128-128-3),33329,138.0
Large (128-128-128-3),33350,21.0
Large (128-128-128-3),33511,161.0
Large (128-128-128-3),33590,79.0
Large (128-128-128-3),33790,200.0
Large (128-128-128-3),33936,146.0
Large (128-128-128-3),34069,133.0
Large (128-128-128-3),34188,119.0
Large (128-128-128-3),34215,27.0
Large (128-128-128-3),34297,82.0
Large (128-128-128-3),34324,27.0
Large (128-128-128-3),34359,35.0
Large (128-128-128-3),34559,200.0
Large (128-128-128-3),34705,146.0
Large (128-128-128-3),34826,121.0
Large (128-128-128-3),34888,62.0
Large (128-128-128-3),34922,34.0
Large (128-128-128-3),34977,55.0
Large (128-128-128-3),35175,198.0
Large (128-128-128-3),35260,85.0
Large (128-128-128-3),35295,35.0
Large (128-128-128-3),35393,98.0
Large (128-128-128-3),35593,200.0
Large (128-128-128-3),35612,19.0
Large (128-128-128-3),35657,45.0
Large (128-128-128-3),35776,119.0
Large (128-128-128-3),35893,117.0
Large (128-128-128-3),35938,45.0
Large (128-128-128-3),36052,114.0
Large (128-128-128-3),36076,24.0
Large (128-128-128-3),36103,27.0
Large (128-128-128-3),36132,29.0
Large (128-128-128-3),36332,200.0
Large (128-128-128-3),36451,119.0
Large (128-128-128-3),36577,126.0
Large (128-128-128-3),36724,147.0
Large (128-128-128-3),36737,13.0
Large (128-128-128-3),36760,23.0
Large (128-128-128-3),36840,80.0
Large (128-128-128-3),37040,200.0
Large (128-128-128-3),37112,72.0
Large (128-128-128-3),37274,162.0
Large (128-128-128-3),37313,39.0
Large (128-128-128-3),37350,37.0
Large (128-128-128-3),37384,34.0
Large (128-128-128-3),37451,67.0
Large (128-128-128-3),37593,142.0
Large (128-128-128-3),37698,105.0
Large (128-128-128-3),37797,99.0
Large (128-128-128-3),37980,183.0
Large (128-128-128-3),38027,47.0
Large (128-128-128-3),38091,64.0
Large (128-128-128-3),38127,36.0
Large (128-128-128-3),38177,50.0
Large (128-128-128-3),38359,182.0
Large (128-128-128-3),38378,19.0
Large (128-128-128-3),38398,20.0
Large (128-128-128-3),38411,13.0
Large (128-128-128-3),38611,200.0
Large (128-128-128-3),38667,56.0
Large (128-128-128-3),38733,66.0
Large (128-128-128-3),38819,86.0
Large (128-128-128-3),38845,26.0
Large (128-128-128-3),38965,120.0
Large (128-128-128-3),39165,200.0
Large (128-128-128-3),39260,95.0
Large (128-128-128-3),39333,73.0
Large (128-128-128-3),39462,129.0
Large (128-128-128-3),39568,106.0
Large (128-128-128-3),39712,144.0
Large (128-128-128-3),39761,49.0
Large (128-128-128-3),39814,53.0
Large (128-128-128-3),39886,72.0
Large (128-128-128-3),39932,46.0
Large (128-128-128-3),40049,117.0
Large (128-128-128-3),40249,200.0
Large (128-128-128-3),40449,200.0
Large (128-128-128-3),40624,175.0
Large (128-128-128-3),40653,29.0
Large (128-128-128-3),40830,177.0
Large (128-128-128-3),40980,150.0
Large (128-128-128-3),41180,200.0
Large (128-128-128-3),41315,135.0
Large (128-128-128-3),41515,200.0
Large (128-128-128-3),41715,200.0
Large (128-128-128-3),41775,60.0
Large (128-128-128-3),41828,53.0
Large (128-128-128-3),42007,179.0
Large (128-128-128-3),42133,126.0
Large (128-128-128-3),42176,43.0
Large (128-128-128-3),42376,200.0
Large (128-128-128-3),42487,111.0
Large (128-128-128-3),42542,55.0
Large (128-128-128-3),42742,200.0
Large (128-128-128-3),42838,96.0
Large (128-128-128-3),42895,57.0
Large (128-128-128-3),43064,169.0
Large (128-128-128-3),43218,154.0
Large (128-128-128-3),43294,76.0
Large (128-128-128-3),43317,23.0
Large (128-128-128-3),43453,136.0
Large (128-128-128-3),43465,12.0
Large (128-128-128-3),43511,46.0
Large (128-128-128-3),43632,121.0
Large (128-128-128-3),43832,200.0
Large (128-128-128-3),44004,172.0
Large (128-128-128-3),44066,62.0
Large (128-128-128-3),44266,200.0
Large (128-128-128-3),44425,159.0
Large (128-128-128-3),44548,123.0
Large (128-128-128-3),44748,200.0
Large (128-128-128-3),44948,200.0
Large (128-128-128-3),45148,200.0
Large (128-128-128-3),45207,59.0
Large (128-128-128-3),45277,70.0
Large (128-128-128-3),45435,158.0
Large (128-128-128-3),45457,22.0
Large (128-128-128-3),45495,38.0
Large (128-128-128-3),45569,74.0
Large (128-128-128-3),45615,46.0
Large (128-128-128-3),45700,85.0
Large (128-128-128-3),45812,112.0
Large (128-128-128-3),45947,135.0
Large (128-128-128-3),46119,172.0
Large (128-128-128-3),46133,14.0
Large (128-128-128-3),46293,160.0
Large (128-128-128-3),46317,24.0
Large (128-128-128-3),46475,158.0
Large (128-128-128-3),46615,140.0
Large (128-128-128-3),46790,175.0
Large (128-128-128-3),46912,122.0
Large (128-128-128-3),46987,75.0
Large (128-128-128-3),47080,93.0
Large (128-128-128-3),47133,53.0
Large (128-128-128-3),47231,98.0
Large (128-128-128-3),47245,14.0
Large (128-128-128-3),47388,143.0
Large (128-128-128-3),47458,70.0
Large (128-128-128-3),47481,23.0
Large (128-128-128-3),47613,132.0
Large (128-128-128-3),47644,31.0
Large (128-128-128-3),47723,79.0
Large (128-128-128-3),47826,103.0
Large (128-128-128-3),47857,31.0
Large (128-128-128-3),48057,200.0
Large (128-128-128-3),48122,65.0
Large (128-128-128-3),48178,56.0
Large (128-128-128-3),48302,124.0
Large (128-128-128-3),48397,95.0
Large (128-128-128-3),48438,41.0
Large (128-128-128-3),48462,24.0
Large (128-128-128-3),48662,200.0
Large (128-128-128-3),48862,200.0
Large (128-128-128-3),48965,103.0
Large (128-128-128-3),49051,86.0
Large (128-128-128-3),49244,193.0
Large (128-128-128-3),49444,200.0
Large (128-128-128-3),49574,130.0
Large (128-128-128-3),49774,200.0
Large (128-128-128-3),49974,200.0
Large (128-128-128-3),50174,200.0
Large (128-128-128-3),50343,169.0
Large (128-128-128-3),50543,200.0
Large (128-128-128-3),50662,119.0
Large (128-128-128-3),50862,200.0
Large (128-128-128-3),51062,200.0
Large (128-128-128-3),51223,161.0
Large (128-128-128-3),51360,137.0
Large (128-128-128-3),51478,118.0
Large (128-128-128-3),51601,123.0
Large (128-128-128-3),51619,18.0
Large (128-128-128-3),51633,14.0
Large (128-128-128-3),51833,200.0
Large (128-128-128-3),52033,200.0
Large (128-128-128-3),52127,94.0
Large (128-128-128-3),52144,17.0
Large (128-128-128-3),52202,58.0
Large (128-128-128-3),52379,177.0
Large (128-128-128-3),52484,105.0
Large (128-128-128-3),52605,121.0
Large (128-128-128-3),52805,200.0
Large (128-128-128-3),53005,200.0
Large (128-128-128-3),53102,97.0
Large (128-128-128-3),53174,72.0
Large (128-128-128-3),53252,78.0
Large (128-128-128-3),53452,200.0
Large (128-128-128-3),53596,144.0
Large (128-128-128-3),53721,125.0
Large (128-128-128-3),53758,37.0
Large (128-128-128-3),53808,50.0
Large (128-128-128-3),53893,85.0
Large (128-128-128-3),54093,200.0
Large (128-128-128-3),54179,86.0
Large (128-128-128-3),54194,15.0
Large (128-128-128-3),54210,16.0
Large (128-128-128-3),54378,168.0
Large (128-128-128-3),54578,200.0
Large (128-128-128-3),54607,29.0
Large (128-128-128-3),54638,31.0
Large (128-128-128-3),54791,153.0
Large (128-128-128-3),54991,200.0
Large (128-128-128-3),55171,180.0
Large (128-128-128-3),55371,200.0
Large (128-128-128-3),55571,200.0
Large (128-128-128-3),55619,48.0
Large (128-128-128-3),55819,200.0
Large (128-128-128-3),56019,200.0
Large (128-128-128-3),56032,13.0
Large (128-128-128-3),56232,200.0
Large (128-128-128-3),56248,16.0
Large (128-128-128-3),56448,200.0
Large (128-128-128-3),56524,76.0
Large (128-128-128-3),56557,33.0
Large (128-128-128-3),56615,58.0
Large (128-128-128-3),56815,200.0
Large (128-128-128-3),56949,134.0
Large (128-128-128-3),57149,200.0
Large (128-128-128-3),57349,200.0
Large (128-128-128-3),57449,100.0
Large (128-128-128-3),57649,200.0
